Game Config,Strategy,Rules,Decision,Action A,Action B,Player Value,Dealer Upcard,Deviation TC,Total Hands,Notes
6deck_80pen,HiLoStrategy,H17,Hit_vs_Double,Double,Hit,9,2,0.5,83791873,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Double,Double,Hit,9,7,3.0,81407283,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Double,Double,Hit,10,10,3.0,333483031,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Double,Double,Hit,10,11,3.0,62411489,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Double,Double,Hit,11,11,0.5,71549407,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,3.0,204646961,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,1.5,208248306,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-1.0,195393198,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-2.5,190290504,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,3.5,564291222,
6deck_80pen,HiLoStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,-0.0,514797330,
6deck_80pen,HiLoStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,3.0,2140032416,Consolidated across all player hands
6deck_80pen,HiLoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,4.5,48504036,
6deck_80pen,HiLoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,4.0,48471626,
6deck_80pen,HiLoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,3.0,609179869,
6deck_80pen,HiLoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,2.0,155008925,
6deck_80pen,HiLoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,564291226,
6deck_80pen,HiLoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,1.0,106713400,
6deck_80pen,HiLoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,-0.5,141590461,
6deck_80pen,HiLoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-3.5,514797330,
6deck_80pen,HiLoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-2.0,97441418,
6deck_80pen,HiLoStrategy,S17,Hit_vs_Double,Double,Hit,9,2,0.5,84095918,
6deck_80pen,HiLoStrategy,S17,Hit_vs_Double,Double,Hit,9,7,3.0,81732670,
